"id","k3","k4","k5"
"6124",2.1,2.86,5.44
"6125",2.44,9.26,1.08
"6126",0.76,5.34,6.38
"6127",4.28,7.66,3.36
"6128",0.78,1.06,9.48
"6129",6.46,8.6,5.66
"6130",3.48,3.3,4.76
"6131",3.42,4.62,6.18
"6132",2.52,1.28,1.86
"6133",1.74,2.4,8.54
"6134",5.38,5.02,8.52
"6135",1.74,3.96,0.38
"6136",6.46,7.46,1.72
"6137",4.6,1.1,6.96
"6138",0.98,4.62,1.56
"6139",1.32,5.48,4.94
"6140",2.7,2.94,6.08
"6141",1.16,3.26,3
"6142",4.12,1.12,3.42
"6143",1.46,2.94,6.56
"6144",0.5,1.34,3.28
"6145",6.98,1.58,4.94
"6146",1.4,9.16,2.78
"6147",7.8,2,3.68
"6148",4,2.9,3.22
"6149",3.66,5.06,2.72
"6150",0.18,6.72,0.7
"6151",1.96,2.32,2.36
"6152",0.6,5.08,5.46
"6153",3.32,2.04,7.28
"6154",9.02,7.06,2.2
"6155",7.56,2.54,1.28
"6156",1.72,3.52,5.34
"6157",4.5,3.74,5.98
"6158",2.68,2.2,4.8
"6159",0.7,8.2,2.18
"6160",9.76,0.86,2.24
"6161",3.18,3.02,4.54
"6162",0.84,3.32,5.14
"6163",4.52,2.72,5.34
"6164",2,1.96,7.18
"6165",1.08,3.22,3.9
"6166",3.74,3.66,2.72
"6167",6.3,3.74,6.26
"6168",2.3,1.22,2.06
"6169",5.16,1.92,2.12
"6170",1.96,5.54,9.84
"6171",5.82,1.8,7.96
"6172",1.54,0.9,3.36
"6173",3.38,4.14,2.96
"6174",1.12,0.7,10.54
"6175",2.52,5.66,5.3
"6176",1.7,8.92,3.58
"6177",0.36,3.58,2.82
"6178",1.5,5.48,4.12
"6179",1.48,3.68,4.34
"6180",7.62,2.7,6.86
"6181",3.14,5.68,14.14
"6182",2.04,0.72,5.42
"6183",4.76,3.08,4.44
"6184",0.84,4.3,0.46
"6185",0.44,4.26,6.7
"6186",4.36,4.22,5.94
"6187",2.14,6.02,1.64
"6188",1.4,0.7,14.24
"6189",2.98,4.36,4.32
"6190",2.72,3.18,6.32
"6191",1.96,2.82,3.52
"6192",2.94,2.7,3.42
"6193",1.04,7.9,3.42
"6194",11.8,2.32,8.68
"6195",4.2,3.68,4.8
"6196",0.52,12.32,2.32
"6197",0.74,3.86,1.68
"6198",2.02,7.76,6.68
"6199",2.6,1.32,4.36
"6200",4.04,4.1,9.86
"6201",3.98,3.64,3.08
"6202",0.62,1.68,6.44
"6203",1.5,7.02,2.64
"6204",5.74,2.78,4.4
"6205",6.24,2.82,1.9
"6206",1.14,4.28,5.76
"6207",1.16,3.24,2.36
"6208",0.02,5.02,3.48
"6209",2.1,13.4,2.58
"6210",1.2,2.12,1.98
"6211",1,1.46,1.96
"6212",0.86,4.94,6.1
"6213",5.08,2.62,1.36
"6214",2.42,2.6,3.02
"6215",2.62,3.6,1.98
"6216",0.84,5.4,6.46
"6217",5,1.78,1.64
"6218",3.9,3.08,7.3
"6219",1.82,3.42,3.82
"6220",10.52,3.26,2.78
"6221",2.04,4.1,1.86
"6222",7.08,3.66,2.2
"6223",1.64,2.58,3.82
"6224",1.54,0.74,6.28
"6225",1.68,4.8,2.68
"6226",0.14,4.06,7.7
"6227",0.3,6.94,1.4
"6228",3.86,5.16,1.32
"6229",3.66,1.94,2.92
"6230",6.38,2.18,3.82
"6231",1.32,1.14,1.1
"6232",0.7,4.62,10.72
"6233",1.16,1.32,4.72
"6234",0.5,4.7,2.4
"6235",2.8,5.24,4.42
"6236",1.46,4.84,1.88
"6237",1.04,0.72,4.24
"6238",4.06,4.34,5.58
"6239",3.28,2.84,4.66
"6240",2.3,2.94,1.66
"6241",0.6,1.56,3.82
"6242",0.72,2.82,3.42
"6243",6.26,2.78,6.16
"6244",1.08,5.24,5
"6245",1.32,3,9.96
"6246",5.62,2.12,4.44
"6247",2.32,5.64,1.8
"6248",4.22,0.7,3.8
"6249",2.52,10.68,1.72
"6250",4.88,1.9,8.24
"6251",1.22,3.1,7.96
"6252",2.02,2.58,5.92
"6253",2.66,2.36,7.02
"6254",2.64,1.24,4.38
"6255",1.66,4.66,5.42
"6256",2,6.62,1.44
"6257",3.24,4.3,3.92
"6258",1.26,2.2,6.36
"6259",5.82,3.06,4.06
"6260",2.52,2.32,4.2
"6261",2.28,3.14,6.7
"6262",5.02,2.74,6.64
"6263",3.48,4.22,3.32
"6264",3.58,3.36,9.3
"6265",0.36,0.74,3.56
"6266",1.98,1.52,1.02
"6267",3.6,3,7.74
"6268",4.04,2.34,10.24
"6269",2.1,2.92,2.94
"6270",0.74,2.86,3.98
"6271",2.9,8.36,4.4
"6272",1.96,1.24,7.74
"6273",4.84,4.78,7.08
"6274",2.82,2.66,1.22
"6275",1.08,1.28,8.12
"6276",3.14,0.74,3.86
"6277",2.54,4.24,0.8
"6278",3.48,5.76,8.2
"6279",5.64,3.02,1.9
"6280",6.18,15.36,1.08
"6281",2.02,3.58,5.1
"6282",1.8,8.92,7.78
"6283",2.9,4.04,3.74
"6284",11.48,2.54,4.48
"6285",4.02,5.42,1.96
"6286",2.84,14.92,2.92
"6287",12.22,4.32,3.22
"6288",2.5,3.34,7.94
"6289",1.88,3.64,4.16
"6290",9.24,4.72,3.06
"6291",0.42,8.92,3.08
"6292",5.7,3.08,2.54
"6293",3.72,3.94,5.02
"6294",0.84,2.08,2.98
"6295",3.98,5.74,5.04
"6296",1.98,2.38,2.78
"6297",2.46,4.56,7.92
"6298",1.34,0.84,3.66
"6299",1.8,0.42,6.24
"6300",4.42,5.72,3.48
"6301",6.22,4.7,3.74
"6302",6.04,5.32,0.76
"6303",3.18,5.5,6.28
"6304",3.26,2.8,5.36
"6305",1.54,2.72,10.7
"6306",1.4,3.92,5.92
"6307",7.48,3.86,8.04
"6308",1.42,0.56,1.84
"6309",3.6,0.82,5.2
"6310",0.96,14.62,3.92
"6311",2.46,6.02,4.54
"6312",1.9,0.72,2.56
"6313",5.98,5.98,5.9
"6314",6.06,2.02,1.56
"6315",1.3,7.36,7.32
"6316",3.72,2.96,5.6
"6317",1.48,5.34,2.98
"6318",6.1,1.28,0.62
"6319",2.7,3.68,10.4
"6320",5.54,5.26,1.58
"6321",2.94,3.98,6.08
"6322",2.28,6.3,2.08
"6323",1.6,2.98,10.68
"6324",5.3,5.42,4.92
"6325",1.4,0.82,4.72
"6326",2.2,0.52,5.94
"6327",1.2,4.7,7.62
"6328",0.72,5.5,5.66
"6329",3.1,2.52,4.4
"6330",4.54,9.26,5.92
"6331",4.52,4.46,7.1
"6332",2.02,5.94,2.86
"6333",0.78,2.32,5.36
"6334",1.68,2.76,2.46
"6335",4.3,5.32,0.96
"6336",1.42,1.24,2.2
"6337",1.76,0.52,6.98
"6338",3,0.78,4.94
"6339",5.1,2.22,3.8
"6340",4.2,3.12,4.76
"6341",1.54,3.92,2.52
"6342",0.72,6.24,6.52
"6343",4.62,1.92,1.84
"6344",1.14,1.2,3.66
"6345",0.44,8.04,3.22
"6346",3.66,1.92,2.66
"6347",0.14,2.3,2.38
"6348",16.92,3.06,7.14
"6349",0.5,4.7,6.04
"6350",0.46,5.9,3.8
"6351",0.92,3.34,4
"6352",0.92,3.88,3.5
"6353",3.02,2.2,9.62
"6354",1.18,2.02,4.72
"6355",12.74,3.26,6.1
"6356",1.94,5.98,5.88
"6357",7.8,1.68,5.62
"6358",2.66,1.1,3.64
"6359",2.58,2.14,3.8
"6360",3.6,1.48,11.18
"6361",2.94,3,0.86
"6362",3.42,4.08,3.18
"6363",5.02,2.7,4.6
"6364",2.68,3.38,3.18
"6365",2.4,1.5,6.26
"6366",3.68,7.68,3.3
"6367",6.3,6.04,1.88
"6368",0.5,9.14,2.84
"6369",4.06,3.4,4.52
"6370",4.04,1.88,3.56
"6371",0.48,0.76,1.28
"6372",0.36,5.12,7.6
"6373",2.7,10.76,6.08
"6374",3.34,4.02,4.36
"6375",5.78,2.32,5.02
"6376",7.3,1.92,1.02
"6377",3.3,1.1,6.94
"6378",2,0.78,3.92
"6379",1.06,0.46,2.48
"6380",3.62,7.12,3.34
"6381",0.76,6.28,4.3
"6382",2.62,6.56,11.02
"6383",1.48,5.34,0.72
"6384",2.22,1.52,7.1
"6385",2.22,4.74,1.26
"6386",1.24,6.8,12.32
"6387",1.88,1.02,3.98
"6388",1.2,1.98,7.66
"6389",0.7,3.56,1.9
"6390",4.44,11.84,5.4
"6391",0.38,2.38,7.48
"6392",4.2,3.58,6.3
"6393",9.88,0.74,1.9
"6394",5.58,5.4,2.64
"6395",3.1,2.62,3.12
"6396",2.38,4.9,1.9
"6397",1.62,2.46,2.5
"6398",2.34,4.68,4.1
"6399",11.04,1.16,6.62
"6400",2.04,2.84,4.72
"6401",2.1,0.52,5.3
"6402",2.04,1.66,5
"6403",9.66,5.64,2.14
"6404",4.74,1.24,3.04
"6405",0.66,4.52,1.9
"6406",0.3,4.04,5.76
"6407",3.24,4.42,3.04
"6408",3.3,1.32,4.76
"6409",0.72,1.44,2.92
"6410",2.2,10.28,7.34
"6411",5.62,7.38,0.94
"6412",1.52,1.64,3.14
"6413",3.9,2.12,7.36
"6414",2.68,2.02,3.48
"6415",4.84,6.52,4.28
"6416",1,8.96,6
"6417",3.92,0.26,2.22
"6418",0.46,6.38,3.42
"6419",3.72,3.42,3.66
"6420",0.7,2.82,6.34
"6421",1.16,4.76,3.82
"6422",0.82,2.42,3.06
"6423",4.28,2.98,5.18
"6424",6.62,1.76,2.28
"6425",8.14,6.94,6
"6426",5.52,5.46,5.68
"6427",2.2,4.42,2.04
"6428",2.88,2.06,5.82
"6429",2.12,5.66,4.76
"6430",3.4,2.54,6.5
"6431",1.2,1.36,3.88
"6432",3.6,1.98,5.24
"6433",1,7.92,5.04
"6434",2.5,2.98,1.66
"6435",3.36,4.46,6.96
"6436",5.02,4.68,3.7
"6437",3.96,2.76,6.06
"6438",2.72,6.2,15.5
"6439",5.82,0.94,15.42
"6440",1.46,2.86,4.2
"6441",3.02,4.24,6.66
"6442",4.16,3.16,8.32
"6443",2.2,4.22,1.86
"6444",2.22,3.7,2.02
"6445",5.64,3.14,4.58
"6446",2.04,3.12,3.72
"6447",0.62,1.42,4.32
"6448",1.14,2.84,2.4
"6449",3.58,5.28,2.82
"6450",3.56,2.76,6.78
"6451",1.12,9.34,5.84
"6452",3.28,3.74,3.32
"6453",1.16,4.48,6.7
"6454",1.9,2.18,4.52
"6455",5.62,4.84,0.48
"6456",12.54,5.82,3.84
"6457",1.4,1.26,3.38
"6458",0.7,3.48,8.22
"6459",3.72,4.48,1.66
"6460",1.1,2.12,5.34
"6461",1.3,4.82,3.5
"6462",3.38,2.46,12.98
"6463",5.22,2.94,2.84
"6464",0.74,6.34,3.5
"6465",3.62,2.54,3.92
"6466",1.66,2.66,9.98
"6467",1.8,4.08,2.7
"6468",3.8,6.16,0.48
"6469",1.1,3.72,8.46
"6470",3.32,2.2,3.64
"6471",2.2,5.76,4.04
"6472",1.94,1.16,5.16
"6473",1.72,4.26,3.32
"6474",0.7,3.34,1.74
"6475",2.26,2.02,8.9
"6476",0.78,1.48,6.56
"6477",10.36,1.3,5.34
"6478",1.44,8.46,5.92
"6479",2.14,3.26,3.22
"6480",3.4,7.58,6
"6481",2.44,2.74,4.94
"6482",4.94,3.42,5.2
"6483",0.78,5.96,5.22
"6484",1.96,1.68,1.42
"6485",1.7,1.8,6.1
"6486",4.14,3.78,0.68
"6487",2.96,2.78,5.82
"6488",4.92,1.48,2.06
"6489",2.44,2.6,3.8
"6490",2.82,2.68,5.98
"6491",4.06,3.52,3.1
"6492",2.26,3.62,3.92
"6493",1.52,3.42,8.78
"6494",0.78,7.7,3.74
"6495",3,2.28,3.46
"6496",0.2,3.88,4.6
"6497",2.02,2.14,3.28
"6498",3.8,3.06,5.26
"6499",2.4,3.7,3.42
"6500",2.82,9.42,3.56
"6501",3.8,1.96,10.22
"6502",4.02,4.86,5.08
"6503",3.66,1.98,6.58
"6504",0.72,3.04,5.1
"6505",3.3,0.48,3.04
"6506",2.28,0.62,4.62
"6507",3.64,3.44,5.06
"6508",6.04,1.48,1.32
"6509",4.14,2.66,7.98
"6510",3,2.16,1.44
"6511",1.18,4.8,2.32
"6512",0.94,3.2,3.58
"6513",3.48,1.6,12.4
"6514",4.42,2.98,5.96
"6515",5.32,3.44,6.08
"6516",3.48,2.38,4.3
"6517",4.56,7.52,2.7
"6518",3.96,2.22,2.82
"6519",2.04,11.78,7.24
"6520",0.46,5.48,4.06
"6521",0.42,6.7,6.56
"6522",0.7,3.24,0.74
"6523",5.58,2.06,5.82
"6524",2.78,2.68,4.4
"6525",3.88,2.26,5.04
"6526",2.52,1.24,5.56
"6527",2.14,6.36,1.72
"6528",5.6,3.76,4.2
"6529",3.02,5.62,1.64
"6530",2,4.92,3.32
"6531",0.82,9.06,1.64
"6532",5.38,3.18,8.08
"6533",3.6,4.68,1.1
"6534",1.9,6.68,8.28
"6535",3.64,3.3,1.1
"6536",2.3,3.9,2.92
"6537",4.26,2.16,15.82
"6538",9,3.86,3.34
"6539",0.42,8.7,9.56
"6540",3.62,3.2,0.64
"6541",1.54,5.52,3.54
"6542",1.56,3.26,7
"6543",0.9,6.48,3.74
"6544",3.06,5.16,6.72
"6545",5.24,2.62,1.74
"6546",1.26,10.14,4.14
"6547",4.02,1.14,1.38
"6548",0.6,1.14,2.44
"6549",1.4,5.14,14.78
"6550",1.16,2.06,3.84
"6551",1.5,8.6,6.86
"6552",6.1,3.56,3.04
"6553",2.46,3.74,2.96
"6554",4.2,1.42,5.48
"6555",3,2.78,5.3
"6556",1.82,4.58,2.78
"6557",6.52,5.82,3.98
"6558",2.58,3.12,0.88
"6559",4.58,4.38,4.72
"6560",5.64,7.02,4.68
"6561",1.96,4.6,6.7
"6562",3.44,1.52,10.42
"6563",4.14,4.22,0.86
"6564",2.12,3.08,8.34
"6565",0.74,1.38,6.06
"6566",1.98,1.88,4.68
"6567",2.6,6.32,11.82
"6568",4.12,5.14,6.06
"6569",1.08,1.4,2.76
"6570",0.28,1.56,1.42
"6571",0.84,6.18,7.98
"6572",4.22,1.48,4.34
"6573",4.36,3.42,8.32
"6574",3.4,1.64,8.06
"6575",2.52,6.86,1.76
"6576",1,6.54,1.64
"6577",1.66,8.1,5.34
"6578",8.34,2.76,3.84
"6579",2.2,7.58,6.78
"6580",2.68,2.52,11.66
"6581",5.08,3.66,2.5
"6582",6.12,5.26,7.68
"6583",3.16,1.4,9.78
"6584",1.64,1.88,7.02
"6585",3.38,1.82,7.62
"6586",3.14,8.92,7.92
"6587",2.52,1.34,1.92
"6588",1.24,2.22,4.96
"6589",2.3,0.78,2.54
"6590",0.46,6.58,2.32
"6591",6.22,2.42,1.8
"6592",2.1,5.52,6.38
"6593",1.04,5.18,4.4
"6594",2.04,2.44,3.98
"6595",1.74,14,4.4
"6596",1.86,3.1,1.18
"6597",1.88,2.78,10.82
"6598",1.32,3.26,8.64
"6599",2.1,1.92,6.86
"6600",0.78,2.7,5.92
"6601",6.28,2.9,2.52
"6602",1.98,0.86,5.66
"6603",0.54,1.82,3.86
"6604",0.74,1.52,6.1
"6605",5.38,3,3.64
"6606",3.24,2.06,1.9
"6607",2.28,4.52,1.18
"6608",2.58,3.14,5.3
"6609",3.22,4.08,3.66
"6610",5.38,4.08,2.28
"6611",5.68,6.86,3.04
"6612",3.96,4.62,1.02
"6613",2.14,1.68,1.04
"6614",2.5,6.48,7.66
"6615",3.06,4.36,1.7
"6616",2.28,6.44,4.06
"6617",3.12,3.12,7.46
"6618",1.16,7.96,1.86
"6619",4.44,1.36,2.72
"6620",5.96,3.74,7.28
"6621",2.92,3.12,8.24
"6622",4.6,2.18,2.12
"6623",0.34,2.04,5.08
"6624",6.9,5.7,2.34
"6625",3.1,2.6,4.9
"6626",2.16,3.06,0.98
"6627",5.46,2.94,1.9
"6628",6.28,0.94,12.94
"6629",2.04,2.66,5.24
"6630",9.36,4.46,7.98
"6631",3.24,4.2,5.5
"6632",1.58,2.02,1.22
"6633",0.94,4.86,5.48
"6634",3.08,2.54,5.74
"6635",2.16,4.84,3.58
"6636",4.22,1.92,4.1
"6637",0.84,1.4,2.88
"6638",1.8,2.72,3.36
"6639",0.42,1.64,4.86
"6640",3.4,6.3,1.98
"6641",1.56,5.64,2.5
"6642",4.74,5.78,2.98
"6643",2.02,1.4,6.4
"6644",4.6,3.3,6.34
"6645",7.14,3.6,6.28
"6646",3.32,3.12,3.84
"6647",0.98,5.16,4.7
"6648",2.6,10.78,7.8
"6649",2.44,3.96,3.82
"6650",4.7,7.22,2.78
"6651",4.44,3.72,2.08
"6652",0.92,5.06,3.7
"6653",0.3,2.9,4.04
"6654",4.34,4.72,7.68
"6655",2.94,6.28,3.88
"6656",2.7,0.36,2.52
"6657",6.74,4.54,7.44
"6658",1.56,3.28,3.9
"6659",2.38,2.14,4.8
"6660",8.1,2.82,9.5
"6661",1.46,5.82,3.92
"6662",2.02,3.78,2.68
"6663",2.82,4.06,2.16
"6664",0.42,4.24,3.6
"6665",0.84,5.1,1.52
"6666",2.26,3.8,6.3
"6667",3.88,0.72,18.74
"6668",2.36,4.28,4.48
"6669",2.94,3.72,1.26
"6670",1.92,4.54,3.5
"6671",1.24,9.04,5.5
"6672",8.04,2.24,1.52
"6673",1.88,0.84,7
"6674",3.8,1.64,4.62
"6675",6.12,1.32,9.22
"6676",3.3,2.46,2.32
"6677",1,0.84,4.26
"6678",0.84,3.82,3.44
"6679",0.38,2.86,4
"6680",3.66,11.38,2.46
"6681",3.62,4.5,1.84
"6682",2.28,1.42,7.82
"6683",1.96,0.62,4.4
"6684",0.12,4,4.56
"6685",1.08,3.68,5.7
"6686",2.68,2.44,5.4
"6687",2.04,2.26,1.7
"6688",4.68,1.36,4.66
"6689",6.1,3.08,1.98
"6690",2.7,7.78,2.04
"6691",1.64,6.64,1.84
"6692",1.7,3.32,3.66
"6693",1.14,1.44,2.58
"6694",1.78,6.06,2.8
"6695",2.6,1.28,5.26
"6696",1.72,6.3,2.28
"6697",4.82,5,7.66
"6698",2.76,2.9,1.62
"6699",2.94,1.5,4.76
"6700",5.4,6.72,5.5
"6701",3.9,1.74,1.92
"6702",2.5,1.16,1.7
"6703",4.12,1.4,1.98
"6704",1.44,2.58,5.32
"6705",6.96,6.66,2.98
"6706",2.92,3.8,5.2
"6707",9.24,5.76,6.18
"6708",0.3,5.12,4
"6709",2.62,3.02,0.92
"6710",3,1.16,7.64
"6711",4.72,1.78,5.58
"6712",0.98,4.22,5.56
"6713",3.96,1.34,1.92
"6714",0.74,7.64,8
"6715",2.48,2.52,3
"6716",2.04,4.26,5.6
"6717",6.5,5.72,3.1
"6718",1.62,12.06,3.26
"6719",1.96,2.76,3.88
"6720",6.58,4.4,4.48
"6721",2.06,4.06,2.86
"6722",3.78,2.08,4.2
"6723",3.96,1.5,8.72
"6724",4.36,0.38,12.7
"6725",3.44,2.38,6.14
"6726",5.16,0.28,2.76
"6727",2.16,0.8,8.08
"6728",0.98,5.02,5.26
"6729",0.88,10.24,2.2
"6730",4.02,4.98,2.7
"6731",2.86,6.94,4.8
"6732",0.54,1.8,4.06
"6733",3,2.86,3.16
"6734",3.02,6.16,3.74
"6735",2.82,6.78,2.86
"6736",1.9,1.1,2.46
"6737",5.1,3,2.5
"6738",2.62,5.26,1.98
"6739",2.7,4.18,7.2
"6740",2.7,1.74,2.4
"6741",0.98,0.66,6.88
"6742",2.6,6.8,3.66
"6743",1.7,1.96,2.52
"6744",1.26,2.28,3.48
"6745",1.2,1.4,5.02
"6746",2.66,2.46,6.44
"6747",3.42,1.96,10.54
"6748",3.28,7.56,5.72
"6749",0.74,1.64,5.2
"6750",0.58,2.2,4.12
"6751",1.2,1.74,2.32
"6752",5.34,7.02,6.46
"6753",1.02,3.9,4.38
"6754",3.38,4.7,3.26
"6755",3.98,2.06,12.76
"6756",4.92,0.7,3.12
"6757",1.38,6.34,4.28
"6758",1.56,2.46,10.46
"6759",3.78,2.82,8.02
"6760",5.82,3.28,2.94
"6761",0.84,8.36,3.04
"6762",0.32,2.3,8.56
"6763",4.36,3.98,1.94
"6764",4.66,2.78,3.82
"6765",3.56,6.32,2.72
"6766",2.04,5.32,9.16
"6767",0.9,6.28,2.42
"6768",1.48,0.92,3.52
"6769",3.36,1.94,4
"6770",8.06,1.14,3.14
"6771",1.32,3.52,6.44
"6772",2.02,5.26,7.86
"6773",1.72,2.92,3.24
"6774",3.96,3.58,6.7
"6775",1.26,3.16,2.22
"6776",4.2,1.12,3.4
"6777",5.42,1.52,3
"6778",4.28,3.56,7.04
"6779",0.84,2.3,5.86
"6780",6.96,1.58,2.06
"6781",8.06,5.82,1.58
"6782",3.08,4.44,2.2
"6783",8.36,2.12,4.06
"6784",1.5,4.7,5.88
"6785",9.4,7.14,5.16
"6786",3.3,5.32,11.72
"6787",3.44,5.62,4.02
"6788",8.62,2.54,3.12
"6789",3.48,8.64,1.48
"6790",4.62,4.14,4.52
"6791",3.54,0.48,3.9
"6792",4.74,2.16,7.9
"6793",3.58,0.78,6.38
"6794",1.34,7.48,4.12
"6795",2.34,4.98,6.06
"6796",1.2,1.56,20.22
"6797",0.62,2.8,5.5
"6798",3,2.1,5.26
"6799",2.6,1.84,2.5
"6800",1.06,0.92,5.56
"6801",3.46,5.2,3.52
"6802",1.66,7.58,7.66
"6803",1.1,0.62,6.88
"6804",1.26,3.02,2.86
"6805",1.5,4.7,8.46
"6806",0.3,3.78,2.88
"6807",1.22,3.72,12.12
"6808",3.3,7.3,12.2
"6809",1.82,7.12,3.08
"6810",1.08,4.76,4.5
"6811",3.48,7.76,9.26
"6812",3.74,6.48,2.54
"6813",0.94,1.82,8.06
"6814",2.82,5.88,3.82
"6815",2.94,2.28,2.72
"6816",2.04,1.96,0.66
"6817",5.82,3.54,4.66
"6818",1.8,3.32,5.14
"6819",1.44,4.14,2.12
"6820",8.46,1.48,2.82
"6821",1.06,3.08,10.1
"6822",0.66,0.38,2.44
"6823",2.8,3.64,1.1
"6824",1.96,2.78,1.9
"6825",1.58,4.22,2.14
"6826",2.52,2.82,1.52
"6827",1.68,3.92,1.5
"6828",2.14,1,4.12
"6829",0.68,3.3,9.18
"6830",1.52,3.34,3.28
"6831",4.1,2.76,2.84
"6832",6.3,4.14,4.04
"6833",2.16,6.44,7.1
"6834",8.2,5.88,2.16
"6835",5.72,1.4,3.88
"6836",2.6,2.08,3.32
"6837",2.52,10.5,5
"6838",6.2,5.66,1.4
"6839",1.68,5.82,2.24
"6840",3.9,2.18,1.66
"6841",2.54,3.78,1.06
"6842",3,5,4.4
"6843",0.12,1.34,3.46
"6844",4.06,2.76,3.08
"6845",0.74,3.72,3.34
"6846",3.08,2.14,6.42
"6847",1.54,2.52,3.4
"6848",1.88,3.26,8.56
"6849",2.22,3.06,2.78
"6850",7.32,1.84,4.3
"6851",3.26,2.64,2.16
"6852",1.8,5.28,2.08
"6853",3.24,3.66,7.86
"6854",1.36,3.4,4.54
"6855",1.08,4.12,5.42
"6856",1.58,5.44,4.8
"6857",10.02,3.98,3.32
"6858",7.06,0.46,3.74
"6859",5.74,0.78,4.94
"6860",3,5.6,2.46
"6861",1.08,1.9,4.74
"6862",0.6,3.42,5.8
"6863",0.12,1.26,2.38
"6864",1.14,5.32,6.02
"6865",0.84,4.48,4.52
"6866",1.26,5.82,4.9
"6867",8,5.8,4.54
"6868",5.74,4.4,1.7
"6869",4.62,1.88,4.22
"6870",1.98,3.08,1.82
"6871",5.56,4.42,8.02
"6872",6.36,2.86,3.76
"6873",3,2.6,4.64
"6874",5.2,5.72,4.44
"6875",6.42,3.2,3.96
"6876",3.26,1.72,5.3
"6877",1.64,4.22,4.84
"6878",0.18,1.84,3.06
"6879",4.92,4.36,4.28
"6880",2.68,6.52,0.78
"6881",1.54,2.3,5.42
"6882",1.26,0.7,1.6
"6883",2.22,3.62,2.16
"6884",4.02,8.16,3.98
"6885",11.36,4.56,1.48
"6886",2.3,1.5,4.84
"6887",4.38,4.12,3.6
"6888",0.6,6.64,2.7
"6889",1.4,2.94,2.18
"6890",0.88,6.66,7.02
"6891",5.28,2.1,5.7
"6892",6.9,4.02,0.66
"6893",2.62,1.3,0.84
"6894",1.94,3.78,1.94
"6895",3.88,6.2,5.96
"6896",3.86,6.22,4.94
"6897",5.96,0.32,3.58
"6898",4.02,1.48,4.3
"6899",2.42,1.74,6.1
"6900",3.32,3.72,6.22
"6901",1.7,3.24,2
"6902",1.08,6.76,9.5
"6903",1.32,1.46,3.04
"6904",0.78,1.6,3.98
"6905",0.7,5.9,3.06
"6906",1.02,2.3,6.14
"6907",1.54,3.9,4.58
"6908",3.44,8.28,5.48
"6909",1.54,1.86,1.6
"6910",1.72,6.86,6.46
"6911",1.26,2.96,1.68
"6912",2.42,3.9,2.54
"6913",4.88,3.38,2.14
"6914",2.44,5.12,2.72
"6915",2.16,2.38,5.54
"6916",4.76,0.48,7.32
"6917",0.74,3.32,1.88
"6918",2.6,3.18,3.1
"6919",0.16,1.66,5.16
"6920",5.74,1.58,6.28
"6921",6.3,2.4,2.44
"6922",0.58,2.04,2.76
"6923",4.44,0.8,3.58
"6924",1.8,5.38,3.2
"6925",4.5,3.82,1.68
"6926",4.36,4.34,1.4
"6927",6.36,4.38,5.86
"6928",1.78,11.56,5.8
"6929",2.84,3.82,3.26
"6930",1.72,1.32,5
"6931",3.24,6.26,2.32
"6932",2.52,1.74,2.08
"6933",4.56,5.12,3.6
"6934",5.26,10.02,8.12
"6935",8.18,3.64,4.7
"6936",2.7,9.58,7.7
"6937",0.9,5,7.8
"6938",5.04,1.7,1.28
"6939",1.88,0.52,6.84
"6940",6.6,2.68,1.6
"6941",10.86,3.06,1.82
"6942",2.46,1.98,3.98
"6943",0.52,4.16,8.56
"6944",3.32,1.08,3.4
"6945",1.72,2.04,6.22
"6946",3.3,2.68,3.8
"6947",3.9,2.04,5.64
"6948",1.48,2.94,3.46
"6949",4.6,1.48,8.12
"6950",8.08,3,1.7
"6951",6.9,3.14,2.4
"6952",1.02,8.22,6.3
"6953",4.92,5.82,3.48
"6954",9.58,2.06,3.74
"6955",0.54,4.08,8.44
"6956",2.9,1.18,3.98
"6957",0.36,1.5,6.7
"6958",3.54,2.76,1.64
"6959",1.42,0.68,2.36
"6960",3.9,4.18,3.28
"6961",5.82,2.32,6.68
"6962",1.1,3.16,5.48
"6963",2,2.34,2.22
"6964",3,1.5,7.6
"6965",2.36,4.94,3.1
"6966",3,1.68,3.58
"6967",1.06,1.52,2.74
"6968",2.18,3.84,1.76
"6969",7.62,4.14,1.96
"6970",4.04,1.04,4.84
"6971",2.88,3.04,1.08
"6972",1.72,4.16,4.5
"6973",2.98,12.28,4.72
"6974",1.32,5,0.62
"6975",1.32,4.86,6.52
"6976",0.54,5.22,2.72
"6977",1.48,1.62,6.24
"6978",3.1,2.16,6.72
"6979",2.72,2.36,1.72
"6980",2.66,7.36,2.18
"6981",0.2,6.64,5.54
"6982",4.54,1.7,3.6
"6983",4.2,5.3,2.66
"6984",4,2.44,1.18
"6985",3.98,3.24,5.16
"6986",2.28,6.42,3.34
"6987",4.68,0.92,5.14
"6988",5.74,4.82,2.26
"6989",1.74,2.48,3.18
"6990",1.48,3.74,1.9
"6991",1.26,3.46,0.68
"6992",3.72,1.08,9.36
"6993",1.98,6.62,5.2
"6994",0.58,4.5,4.48
"6995",1.96,2.36,4.64
"6996",8.54,7,4.76
"6997",1.76,5.04,1.28
"6998",1.32,6.36,4.1
"6999",0.98,2.78,2.14
"7000",0.52,1.62,2.44
"7001",0.68,2.6,7.4
"7002",3.92,4.58,6.44
"7003",5.94,4.04,2.26
"7004",3.42,2.56,4.84
